source	asserted_behavior	scope	subsystem	js_test_or_reason	status	rationale
pdfplumber-python/tests/test_ca_warn_report.py:31	Test.test page limiting	public-api	parser	test/compat/pdfplumber.compat.test.ts (pages-option-load)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_ca_warn_report.py:36	Test.test objects	public-api	general	test/compat/pdfplumber.compat.test.ts (ca-warn-objects-and-parse)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_ca_warn_report.py:42	Test.test parse	public-api	general	test/compat/pdfplumber.compat.test.ts (ca-warn-objects-and-parse)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_ca_warn_report.py:79	Test.test edge merging	excluded	table	Python pdfplumber helper functions such as table geometry helpers and pdfplumber.utils.extract_text are not exported by pdfplumber.js or documented as public extraction APIs.	excluded	This upstream row validates direct internal helper behavior; public extraction behavior for the same subsystems is covered by compat scenarios such as ca-warn-objects-and-parse, table-settings-errors, and text extraction tests.
pdfplumber-python/tests/test_convert.py:141	Test.test json	excluded	general	Python JSON/CSV conversion helpers and CLI output are not exposed by the pdfplumber.js extraction API.	excluded	The supported JS public API returns extraction objects directly; Python-only export helpers and CLI formatting are outside this library's stable surface.
pdfplumber-python/tests/test_convert.py:147	Test.test json attr filter	excluded	general	Python JSON/CSV conversion helpers and CLI output are not exposed by the pdfplumber.js extraction API.	excluded	The supported JS public API returns extraction objects directly; Python-only export helpers and CLI formatting are outside this library's stable surface.
pdfplumber-python/tests/test_convert.py:157	Test.test json all types	excluded	general	Python JSON/CSV conversion helpers and CLI output are not exposed by the pdfplumber.js extraction API.	excluded	The supported JS public API returns extraction objects directly; Python-only export helpers and CLI formatting are outside this library's stable surface.
pdfplumber-python/tests/test_convert.py:166	Test.test single pages	excluded	general	Python JSON/CSV conversion helpers and CLI output are not exposed by the pdfplumber.js extraction API.	excluded	The supported JS public API returns extraction objects directly; Python-only export helpers and CLI formatting are outside this library's stable surface.
pdfplumber-python/tests/test_convert.py:170	Test.test additional attr types	excluded	general	Python JSON/CSV conversion helpers and CLI output are not exposed by the pdfplumber.js extraction API.	excluded	The supported JS public API returns extraction objects directly; Python-only export helpers and CLI formatting are outside this library's stable surface.
pdfplumber-python/tests/test_convert.py:176	Test.test csv	excluded	general	Python JSON/CSV conversion helpers and CLI output are not exposed by the pdfplumber.js extraction API.	excluded	The supported JS public API returns extraction objects directly; Python-only export helpers and CLI formatting are outside this library's stable surface.
pdfplumber-python/tests/test_convert.py:191	Test.test csv all types	excluded	general	Python JSON/CSV conversion helpers and CLI output are not exposed by the pdfplumber.js extraction API.	excluded	The supported JS public API returns extraction objects directly; Python-only export helpers and CLI formatting are outside this library's stable surface.
pdfplumber-python/tests/test_convert.py:195	Test.test cli help	excluded	cli	Python JSON/CSV conversion helpers and CLI output are not exposed by the pdfplumber.js extraction API.	excluded	The supported JS public API returns extraction objects directly; Python-only export helpers and CLI formatting are outside this library's stable surface.
pdfplumber-python/tests/test_convert.py:199	Test.test cli structure	excluded	general	Python JSON/CSV conversion helpers and CLI output are not exposed by the pdfplumber.js extraction API.	excluded	The supported JS public API returns extraction objects directly; Python-only export helpers and CLI formatting are outside this library's stable surface.
pdfplumber-python/tests/test_convert.py:205	Test.test cli structure text	excluded	general	Python JSON/CSV conversion helpers and CLI output are not exposed by the pdfplumber.js extraction API.	excluded	The supported JS public API returns extraction objects directly; Python-only export helpers and CLI formatting are outside this library's stable surface.
pdfplumber-python/tests/test_convert.py:211	Test.test cli json	excluded	cli	Python JSON/CSV conversion helpers and CLI output are not exposed by the pdfplumber.js extraction API.	excluded	The supported JS public API returns extraction objects directly; Python-only export helpers and CLI formatting are outside this library's stable surface.
pdfplumber-python/tests/test_convert.py:236	Test.test cli csv	excluded	cli	Python JSON/CSV conversion helpers and CLI output are not exposed by the pdfplumber.js extraction API.	excluded	The supported JS public API returns extraction objects directly; Python-only export helpers and CLI formatting are outside this library's stable surface.
pdfplumber-python/tests/test_convert.py:257	Test.test cli csv exclude	excluded	cli	Python JSON/CSV conversion helpers and CLI output are not exposed by the pdfplumber.js extraction API.	excluded	The supported JS public API returns extraction objects directly; Python-only export helpers and CLI formatting are outside this library's stable surface.
pdfplumber-python/tests/test_convert.py:281	Test.test cli csv include	excluded	cli	Python JSON/CSV conversion helpers and CLI output are not exposed by the pdfplumber.js extraction API.	excluded	The supported JS public API returns extraction objects directly; Python-only export helpers and CLI formatting are outside this library's stable surface.
pdfplumber-python/tests/test_convert.py:299	Test.test cli text	excluded	general	Python JSON/CSV conversion helpers and CLI output are not exposed by the pdfplumber.js extraction API.	excluded	The supported JS public API returns extraction objects directly; Python-only export helpers and CLI formatting are outside this library's stable surface.
pdfplumber-python/tests/test_convert.py:316	Test.test page to dict	excluded	general	Python JSON/CSV conversion helpers and CLI output are not exposed by the pdfplumber.js extraction API.	excluded	The supported JS public API returns extraction objects directly; Python-only export helpers and CLI formatting are outside this library's stable surface.
pdfplumber-python/tests/test_ctm.py:12	Test.test pdffill demo	public-api	general	test/compat/pdfplumber.compat.test.ts (char-ctm-matrix)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_dedupe_chars.py:23	Test.test extract table	public-api	table	test/compat/pdfplumber.compat.test.ts (dedupe-chars-primary)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_dedupe_chars.py:36	Test.test extract words	public-api	general	test/compat/pdfplumber.compat.test.ts (dedupe-chars-primary)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_dedupe_chars.py:64	Test.test extract text	public-api	text	test/compat/pdfplumber.compat.test.ts (dedupe-chars-primary)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_dedupe_chars.py:75	Test.test extract text2	public-api	general	test/compat/pdfplumber.compat.test.ts (dedupe-chars)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_dedupe_chars.py:85	Test.test extra attrs	public-api	general	test/compat/pdfplumber.compat.test.ts (dedupe-extra-attrs)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_display.py:102	Test.test repr png	excluded	viewer-ui	Python display/debug helper behavior is outside the public extraction API.	excluded	The stable goal explicitly excludes PIL/Jupyter/debug display helpers.
pdfplumber-python/tests/test_display.py:107	Test.test no quantize	excluded	viewer-ui	Python display/debug helper behavior is outside the public extraction API.	excluded	The stable goal explicitly excludes PIL/Jupyter/debug display helpers.
pdfplumber-python/tests/test_display.py:112	Test.test antialias	excluded	viewer-ui	Python display/debug helper behavior is outside the public extraction API.	excluded	The stable goal explicitly excludes PIL/Jupyter/debug display helpers.
pdfplumber-python/tests/test_display.py:116	Test.test decompression bomb	excluded	viewer-ui	Python display/debug helper behavior is outside the public extraction API.	excluded	The stable goal explicitly excludes PIL/Jupyter/debug display helpers.
pdfplumber-python/tests/test_display.py:123	Test.test password	excluded	viewer-ui	Python display/debug helper behavior is outside the public extraction API.	excluded	The stable goal explicitly excludes PIL/Jupyter/debug display helpers.
pdfplumber-python/tests/test_display.py:128	Test.test zip	excluded	viewer-ui	Python display/debug helper behavior is outside the public extraction API.	excluded	The stable goal explicitly excludes PIL/Jupyter/debug display helpers.
pdfplumber-python/tests/test_display.py:30	Test.test basic conversion	excluded	viewer-ui	Python display/debug helper behavior is outside the public extraction API.	excluded	The stable goal explicitly excludes PIL/Jupyter/debug display helpers.
pdfplumber-python/tests/test_display.py:38	Test.test width height	excluded	viewer-ui	Python display/debug helper behavior is outside the public extraction API.	excluded	The stable goal explicitly excludes PIL/Jupyter/debug display helpers.
pdfplumber-python/tests/test_display.py:49	Test.test debug tablefinder	excluded	viewer-ui	Python display/debug helper behavior is outside the public extraction API.	excluded	The stable goal explicitly excludes PIL/Jupyter/debug display helpers.
pdfplumber-python/tests/test_display.py:64	Test.test bytes stream to image	excluded	viewer-ui	Python display/debug helper behavior is outside the public extraction API.	excluded	The stable goal explicitly excludes PIL/Jupyter/debug display helpers.
pdfplumber-python/tests/test_display.py:69	Test.test curves	excluded	viewer-ui	Python display/debug helper behavior is outside the public extraction API.	excluded	The stable goal explicitly excludes PIL/Jupyter/debug display helpers.
pdfplumber-python/tests/test_display.py:75	Test.test cropped	excluded	viewer-ui	Python display/debug helper behavior is outside the public extraction API.	excluded	The stable goal explicitly excludes PIL/Jupyter/debug display helpers.
pdfplumber-python/tests/test_display.py:79	Test.test cropbox	excluded	viewer-ui	Python display/debug helper behavior is outside the public extraction API.	excluded	The stable goal explicitly excludes PIL/Jupyter/debug display helpers.
pdfplumber-python/tests/test_display.py:87	Test.test copy	excluded	viewer-ui	Python display/debug helper behavior is outside the public extraction API.	excluded	The stable goal explicitly excludes PIL/Jupyter/debug display helpers.
pdfplumber-python/tests/test_display.py:90	Test.test outline words	excluded	viewer-ui	Python display/debug helper behavior is outside the public extraction API.	excluded	The stable goal explicitly excludes PIL/Jupyter/debug display helpers.
pdfplumber-python/tests/test_display.py:99	Test.test outline chars	excluded	viewer-ui	Python display/debug helper behavior is outside the public extraction API.	excluded	The stable goal explicitly excludes PIL/Jupyter/debug display helpers.
pdfplumber-python/tests/test_issues.py:104	Test.test issue 33	public-api	general	test/compat/pdfplumber.compat.test.ts (issue-33-metadata-present)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_issues.py:109	Test.test issue 53	public-api	general	test/compat/pdfplumber.compat.test.ts (table-text-layout)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_issues.py:114	Test.test issue 67	public-api	general	test/compat/pdfplumber.compat.test.ts (issue-67-metadata-present)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_issues.py:119	Test.test pr 88	public-api	general	test/compat/pdfplumber.compat.test.ts (pr-88-word-count)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_issues.py:127	Test.test issue 90	public-api	general	test/compat/pdfplumber.compat.test.ts (issue-90-extract-words-no-error)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_issues.py:133	Test.test pr 136	public-api	general	test/compat/pdfplumber.compat.test.ts (pr-136-extract-words-no-error)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_issues.py:139	Test.test pr 138	public-api	general	test/compat/pdfplumber.compat.test.ts (pr-138-explicit-lines)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_issues.py:152	Test.test issue 140	public-api	general	test/compat/pdfplumber.compat.test.ts (table-lines-strict)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_issues.py:159	Test.test issue 203	public-api	general	test/compat/pdfplumber.compat.test.ts (issue-203-objects)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_issues.py:164	Test.test issue 216	public-api	general	test/compat/pdfplumber.compat.test.ts (issue-216-empty-crop-table)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_issues.py:174	Test.test issue 297	public-api	general	test/compat/pdfplumber.compat.test.ts (issue-297-integer-metadata)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_issues.py:182	Test.test issue 316	public-api	general	test/compat/pdfplumber.compat.test.ts (issue-316-metadata-changes)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_issues.py:192	Test.test issue 386	excluded	general	Python pdfplumber helper functions such as table geometry helpers and pdfplumber.utils.extract_text are not exported by pdfplumber.js or documented as public extraction APIs.	excluded	This upstream row validates direct internal helper behavior; public extraction behavior for the same subsystems is covered by compat scenarios such as ca-warn-objects-and-parse, table-settings-errors, and text extraction tests.
pdfplumber-python/tests/test_issues.py:201	Test.test issue 461 and 842	public-api	general	test/compat/pdfplumber.compat.test.ts (issue-461-fontnames + issue-842-fontnames)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_issues.py:22	Test.test issue 13	public-api	general	test/compat/pdfplumber.compat.test.ts (issue-13-checkboxes)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_issues.py:226	Test.test issue 463	public-api	general	test/compat/pdfplumber.compat.test.ts (issue-463-annotation-unicode)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_issues.py:235	Test.test issue 598	public-api	general	test/compat/pdfplumber.compat.test.ts (ligatures)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_issues.py:253	Test.test issue 683	public-api	general	test/compat/pdfplumber.compat.test.ts (dedupe-chars)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_issues.py:269	Test.test issue 982	public-api	general	test/compat/pdfplumber.compat.test.ts (issue-982-text-flow)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_issues.py:286	Test.test issue 1147	public-api	general	test/compat/pdfplumber.compat.test.ts (issue-1147-extract-text)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_issues.py:297	Test.test issue 1181	public-api	general	test/compat/pdfplumber.compat.test.ts (mediabox-offset-table-coordinates)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_issues.py:319	Test.test pr 1195	public-api	general	test/compat/pdfplumber.compat.test.ts (pr-1195-annotation-unicode-errors + pr-1195-annotation-unicode-errors-disabled)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_issues.py:94	Test.test issue 14	public-api	general	test/compat/pdfplumber.compat.test.ts (issue-14-objects)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_issues.py:99	Test.test issue 21	public-api	general	test/compat/pdfplumber.compat.test.ts (issue-21-objects)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_laparams.py:18	Test.test without laparams	public-api	text	test/compat/pdfplumber.compat.test.ts (laparams-layout-objects-none)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_laparams.py:24	Test.test with laparams	public-api	text	test/compat/pdfplumber.compat.test.ts (laparams-layout-objects-default)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_laparams.py:34	Test.test vertical texts	public-api	general	test/compat/pdfplumber.compat.test.ts (laparams-layout-objects-vertical)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_laparams.py:46	Test.test issue 383	public-api	general	test/compat/pdfplumber.compat.test.ts (laparams-layout-objects-default)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_list_metadata.py:14	Test.test load	public-api	general	test/compat/pdfplumber.compat.test.ts (list-metadata-load)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_mcids.py:14	TestMCIDs.test mcids	public-api	general	test/compat/pdfplumber.compat.test.ts (marked-content-ids)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_nics_report.py:104	Test.test text only strategy	public-api	text	test/compat/pdfplumber.compat.test.ts (nics-table-text-only-strategy)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_nics_report.py:117	Test.test explicit horizontal	public-api	general	test/compat/pdfplumber.compat.test.ts (nics-explicit-horizontal)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_nics_report.py:54	Test.test edges	public-api	table	test/compat/pdfplumber.compat.test.ts (nics-document-edges)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_nics_report.py:58	Test.test plain	public-api	general	test/compat/pdfplumber.compat.test.ts (nics-plain-table-and-month)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_nics_report.py:91	Test.test filter	public-api	streams	test/compat/pdfplumber.compat.test.ts (nics-filter-min-char-size)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_oss_fuzz.py:18	Test.test load	robustness-corpus	parser	test/smoke/open-robustness.test.ts	passed	The public open() robustness gate verifies malformed, missing, encrypted, and OSS-Fuzz PDF inputs either extract stable structured page data or raise a documented named error.
pdfplumber-python/tests/test_oss_fuzz.py:19	Test.test conversions	robustness-corpus	parser	test/smoke/open-robustness.test.ts	passed	The public open() robustness gate verifies malformed, missing, encrypted, and OSS-Fuzz PDF inputs either extract stable structured page data or raise a documented named error.
pdfplumber-python/tests/test_repair.py:15	Test.test from issue 932	excluded	runtime	Python Ghostscript repair helpers (`repair=True`, `pdfplumber.repair()`, `gs_path`) are not exposed by the pdfplumber.js extraction API.	excluded	The stable JS API opens and extracts PDFs directly; optional Python/Ghostscript file repair plumbing is a Python-only helper outside this library's public surface.
pdfplumber-python/tests/test_repair.py:33	Test.test other repair inputs	excluded	runtime	Python Ghostscript repair helpers (`repair=True`, `pdfplumber.repair()`, `gs_path`) are not exposed by the pdfplumber.js extraction API.	excluded	The stable JS API opens and extracts PDFs directly; optional Python/Ghostscript file repair plumbing is a Python-only helper outside this library's public surface.
pdfplumber-python/tests/test_repair.py:40	Test.test bad repair path	excluded	runtime	Python Ghostscript repair helpers (`repair=True`, `pdfplumber.repair()`, `gs_path`) are not exposed by the pdfplumber.js extraction API.	excluded	The stable JS API opens and extracts PDFs directly; optional Python/Ghostscript file repair plumbing is a Python-only helper outside this library's public surface.
pdfplumber-python/tests/test_repair.py:47	Test.test repair to file	excluded	runtime	Python Ghostscript repair helpers (`repair=True`, `pdfplumber.repair()`, `gs_path`) are not exposed by the pdfplumber.js extraction API.	excluded	The stable JS API opens and extracts PDFs directly; optional Python/Ghostscript file repair plumbing is a Python-only helper outside this library's public surface.
pdfplumber-python/tests/test_repair.py:56	Test.test repair setting	excluded	runtime	Python Ghostscript repair helpers (`repair=True`, `pdfplumber.repair()`, `gs_path`) are not exposed by the pdfplumber.js extraction API.	excluded	The stable JS API opens and extracts PDFs directly; optional Python/Ghostscript file repair plumbing is a Python-only helper outside this library's public surface.
pdfplumber-python/tests/test_repair.py:64	Test.test repair password	excluded	security	Python Ghostscript repair helpers (`repair=True`, `pdfplumber.repair()`, `gs_path`) are not exposed by the pdfplumber.js extraction API.	excluded	The stable JS API opens and extracts PDFs directly; optional Python/Ghostscript file repair plumbing is a Python-only helper outside this library's public surface.
pdfplumber-python/tests/test_repair.py:69	Test.test repair custom path	excluded	runtime	Python Ghostscript repair helpers (`repair=True`, `pdfplumber.repair()`, `gs_path`) are not exposed by the pdfplumber.js extraction API.	excluded	The stable JS API opens and extracts PDFs directly; optional Python/Ghostscript file repair plumbing is a Python-only helper outside this library's public surface.
pdfplumber-python/tests/test_structure.py:1000	Verify we can get structure without a ParentTree	excluded	marked-content	Python PDFStructTree, pdf.structure_tree, page.structure_tree, and structure-element search/bbox helpers are not exposed by the pdfplumber.js public API.	excluded	pdfplumber.js exposes marked-content `mcid` and `tag` fields on extracted objects; full tagged-PDF structure tree traversal is outside the documented stable surface and is covered separately only where it affects object extraction.
pdfplumber-python/tests/test_structure.py:1008	TestMany.test image structure	excluded	marked-content	Python PDFStructTree, pdf.structure_tree, page.structure_tree, and structure-element search/bbox helpers are not exposed by the pdfplumber.js public API.	excluded	pdfplumber.js exposes marked-content `mcid` and `tag` fields on extracted objects; full tagged-PDF structure tree traversal is outside the documented stable surface and is covered separately only where it affects object extraction.
pdfplumber-python/tests/test_structure.py:1015	TestMany.test figure mcids	excluded	marked-content	Python PDFStructTree, pdf.structure_tree, page.structure_tree, and structure-element search/bbox helpers are not exposed by the pdfplumber.js public API.	excluded	pdfplumber.js exposes marked-content `mcid` and `tag` fields on extracted objects; full tagged-PDF structure tree traversal is outside the documented stable surface and is covered separately only where it affects object extraction.
pdfplumber-python/tests/test_structure.py:1032	TestMany.test scotus	excluded	marked-content	Python PDFStructTree, pdf.structure_tree, page.structure_tree, and structure-element search/bbox helpers are not exposed by the pdfplumber.js public API.	excluded	pdfplumber.js exposes marked-content `mcid` and `tag` fields on extracted objects; full tagged-PDF structure tree traversal is outside the documented stable surface and is covered separately only where it affects object extraction.
pdfplumber-python/tests/test_structure.py:1038	TestMany.test chelsea pdta	excluded	marked-content	Python PDFStructTree, pdf.structure_tree, page.structure_tree, and structure-element search/bbox helpers are not exposed by the pdfplumber.js public API.	excluded	pdfplumber.js exposes marked-content `mcid` and `tag` fields on extracted objects; full tagged-PDF structure tree traversal is outside the documented stable surface and is covered separately only where it affects object extraction.
pdfplumber-python/tests/test_structure.py:1068	TestMany.test hello structure	excluded	marked-content	Python PDFStructTree, pdf.structure_tree, page.structure_tree, and structure-element search/bbox helpers are not exposed by the pdfplumber.js public API.	excluded	pdfplumber.js exposes marked-content `mcid` and `tag` fields on extracted objects; full tagged-PDF structure tree traversal is outside the documented stable surface and is covered separately only where it affects object extraction.
pdfplumber-python/tests/test_structure.py:335	Test.test structure tree	excluded	marked-content	Python PDFStructTree, pdf.structure_tree, page.structure_tree, and structure-element search/bbox helpers are not exposed by the pdfplumber.js public API.	excluded	pdfplumber.js exposes marked-content `mcid` and `tag` fields on extracted objects; full tagged-PDF structure tree traversal is outside the documented stable surface and is covered separately only where it affects object extraction.
pdfplumber-python/tests/test_structure.py:860	TestClass.test structure tree class	excluded	marked-content	Python PDFStructTree, pdf.structure_tree, page.structure_tree, and structure-element search/bbox helpers are not exposed by the pdfplumber.js public API.	excluded	pdfplumber.js exposes marked-content `mcid` and `tag` fields on extracted objects; full tagged-PDF structure tree traversal is outside the documented stable surface and is covered separately only where it affects object extraction.
pdfplumber-python/tests/test_structure.py:867	TestClass.test find all tree	excluded	marked-content	Python PDFStructTree, pdf.structure_tree, page.structure_tree, and structure-element search/bbox helpers are not exposed by the pdfplumber.js public API.	excluded	pdfplumber.js exposes marked-content `mcid` and `tag` fields on extracted objects; full tagged-PDF structure tree traversal is outside the documented stable surface and is covered separately only where it affects object extraction.
pdfplumber-python/tests/test_structure.py:890	TestClass.test find all element	excluded	marked-content	Python PDFStructTree, pdf.structure_tree, page.structure_tree, and structure-element search/bbox helpers are not exposed by the pdfplumber.js public API.	excluded	pdfplumber.js exposes marked-content `mcid` and `tag` fields on extracted objects; full tagged-PDF structure tree traversal is outside the documented stable surface and is covered separately only where it affects object extraction.
pdfplumber-python/tests/test_structure.py:907	TestClass.test all mcids	excluded	marked-content	Python PDFStructTree, pdf.structure_tree, page.structure_tree, and structure-element search/bbox helpers are not exposed by the pdfplumber.js public API.	excluded	pdfplumber.js exposes marked-content `mcid` and `tag` fields on extracted objects; full tagged-PDF structure tree traversal is outside the documented stable surface and is covered separately only where it affects object extraction.
pdfplumber-python/tests/test_structure.py:934	TestClass.test element bbox	excluded	marked-content	Python PDFStructTree, pdf.structure_tree, page.structure_tree, and structure-element search/bbox helpers are not exposed by the pdfplumber.js public API.	excluded	pdfplumber.js exposes marked-content `mcid` and `tag` fields on extracted objects; full tagged-PDF structure tree traversal is outside the documented stable surface and is covered separately only where it affects object extraction.
pdfplumber-python/tests/test_structure.py:970	TestUnparsed.test unparsed pages	excluded	marked-content	Python PDFStructTree, pdf.structure_tree, page.structure_tree, and structure-element search/bbox helpers are not exposed by the pdfplumber.js public API.	excluded	pdfplumber.js exposes marked-content `mcid` and `tag` fields on extracted objects; full tagged-PDF structure tree traversal is outside the documented stable surface and is covered separately only where it affects object extraction.
pdfplumber-python/tests/test_structure.py:980	TestMany.test no stucture	excluded	marked-content	Python PDFStructTree, pdf.structure_tree, page.structure_tree, and structure-element search/bbox helpers are not exposed by the pdfplumber.js public API.	excluded	pdfplumber.js exposes marked-content `mcid` and `tag` fields on extracted objects; full tagged-PDF structure tree traversal is outside the documented stable surface and is covered separately only where it affects object extraction.
pdfplumber-python/tests/test_structure.py:986	TestMany.test word365	excluded	marked-content	Python PDFStructTree, pdf.structure_tree, page.structure_tree, and structure-element search/bbox helpers are not exposed by the pdfplumber.js public API.	excluded	pdfplumber.js exposes marked-content `mcid` and `tag` fields on extracted objects; full tagged-PDF structure tree traversal is outside the documented stable surface and is covered separately only where it affects object extraction.
pdfplumber-python/tests/test_structure.py:992	TestMany.test proces verbal	excluded	marked-content	Python PDFStructTree, pdf.structure_tree, page.structure_tree, and structure-element search/bbox helpers are not exposed by the pdfplumber.js public API.	excluded	pdfplumber.js exposes marked-content `mcid` and `tag` fields on extracted objects; full tagged-PDF structure tree traversal is outside the documented stable surface and is covered separately only where it affects object extraction.
pdfplumber-python/tests/test_table.py:102	Test.test explicit desc decimalization	public-api	general	test/compat/pdfplumber.compat.test.ts (table-explicit-desc-decimalization)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_table.py:117	Test.test text tolerance	public-api	text	test/compat/pdfplumber.compat.test.ts (table-text-strategy-and-tolerance)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_table.py:162	Test.test text layout	public-api	text	test/compat/pdfplumber.compat.test.ts (table-text-layout)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_table.py:172	Test.test text without words	public-api	text	test/compat/pdfplumber.compat.test.ts (table-text-without-words)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_table.py:176	Test.test order	public-api	general	test/compat/pdfplumber.compat.test.ts (table-order)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_table.py:188	Test.test issue 466 mixed strategy	public-api	general	test/compat/pdfplumber.compat.test.ts (table-mixed-strategy-issue-466)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_table.py:217	Test.test discussion 539 null value	public-api	general	test/compat/pdfplumber.compat.test.ts (table-null-value-discussion-539)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_table.py:241	Test.test table curves	public-api	table	test/compat/pdfplumber.compat.test.ts (table-curves)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_table.py:26	Test.test orientation errors	excluded	general	Python pdfplumber helper functions such as table geometry helpers and pdfplumber.utils.extract_text are not exported by pdfplumber.js or documented as public extraction APIs.	excluded	This upstream row validates direct internal helper behavior; public extraction behavior for the same subsystems is covered by compat scenarios such as ca-warn-objects-and-parse, table-settings-errors, and text extraction tests.
